Feature,Importance,source_series,group,feat_type
GS10__mom6,2.6432475e-05,GS10,Interest and Exchange Rates,momentum
IPFUELS__lag1,2.6426686e-05,IPFUELS,Output and Income,lag
PCEPI__lag12,2.6244861e-05,PCEPI,Prices,lag
M2REAL__rollz24,2.6225709e-05,M2REAL,Money and Credit,rolling_stat
UEMPMEAN__rollmean6,2.6217163e-05,UEMPMEAN,Labor Market,rolling_stat
CPIAUCSL__rollstd24,2.618416e-05,CPIAUCSL,Prices,rolling_stat
CLF16OV__rollstd12,2.616472e-05,CLF16OV,Labor Market,rolling_stat
IPBUSEQ__lag6,2.6141846e-05,IPBUSEQ,Output and Income,lag
PERMITW__rollstd24,2.6137817e-05,PERMITW,Housing,rolling_stat
GS1__mom12,2.6132113e-05,GS1,Interest and Exchange Rates,momentum
T5YFFM__lag3,2.6039523e-05,T5YFFM,Interest and Exchange Rates,lag
TB6SMFFM__rollstd6,2.5965792e-05,TB6SMFFM,Interest and Exchange Rates,rolling_stat
REALLN__rollmean12,2.593618e-05,REALLN,Money and Credit,rolling_stat
CPIAPPSL__lag9,2.585969e-05,CPIAPPSL,Prices,lag
CES1021000001__rollstd6,2.5825551e-05,CES1021000001,Labor Market,rolling_stat
NONBORRES__lag3,2.5770129e-05,NONBORRES,Money and Credit,lag
BAAFFM__rollmean6,2.5665498e-05,BAAFFM,Interest and Exchange Rates,rolling_stat
SP500__rollstd12,2.5597426e-05,SP500,Stock Market,rolling_stat
PAYEMS__lag1,2.5568717e-05,PAYEMS,Labor Market,lag
T1YFFM__rollstd12,2.5481504e-05,T1YFFM,Interest and Exchange Rates,rolling_stat
CES0600000008__rollstd24,2.5480724e-05,CES0600000008,Prices,rolling_stat
IPDMAT__rollstd24,2.524755e-05,IPDMAT,Output and Income,rolling_stat
BUSLOANS__lag9,2.524173e-05,BUSLOANS,Money and Credit,lag
GS10__lag12,2.5001651e-05,GS10,Interest and Exchange Rates,lag
CUUR0000SA0L2__base,2.4987374e-05,CUUR0000SA0L2,Prices,base
REALLN__rollstd24,2.4924679e-05,REALLN,Money and Credit,rolling_stat
USTRADE__lag6,2.4906838e-05,USTRADE,Labor Market,lag
PPICMM__rollmean12,2.4886205e-05,PPICMM,Prices,rolling_stat
HOUSTMW__rollstd6,2.4771809e-05,HOUSTMW,Housing,rolling_stat
CES3000000008__rollz6,2.4653855e-05,CES3000000008,Prices,rolling_stat
MANEMP__rollmean6,2.4652914e-05,MANEMP,Labor Market,rolling_stat
DNDGRG3M086SBEA__rollmean6,2.4644758e-05,DNDGRG3M086SBEA,Prices,rolling_stat
USGOVT__rollz12,2.4526022e-05,USGOVT,Labor Market,rolling_stat
DTCOLNVHFNM__base,2.437532e-05,DTCOLNVHFNM,Money and Credit,base
CUSR0000SAC__lag6,2.4342246e-05,CUSR0000SAC,Prices,lag
OILPRICEx__rollstd24,2.4336881e-05,OILPRICEx,Prices,rolling_stat
CPITRNSL__rollstd6,2.4153838e-05,CPITRNSL,Prices,rolling_stat
RPI__rollz6,2.410921e-05,RPI,Output and Income,rolling_stat
CES0600000008__mom6,2.4103563e-05,CES0600000008,Prices,momentum
CES3000000008__lag12,2.4102837e-05,CES3000000008,Prices,lag
UEMP15T26__lag12,2.4025745e-05,UEMP15T26,Labor Market,lag
CREDIT_SPREAD_BAA_AAA,2.3979828e-05,CREDIT_SPREAD_BAA_AAA,Interest and Exchange Rates,spread
PERMITS__rollstd6,2.3855571e-05,PERMITS,Housing,rolling_stat
WPSFD49207__rollmean24,2.3744617e-05,WPSFD49207,Prices,rolling_stat
CES0600000008__rollz6,2.3667148e-05,CES0600000008,Prices,rolling_stat
IPNCONGD__rollz6,2.3615976e-05,IPNCONGD,Output and Income,rolling_stat
CES3000000008__mom3,2.3538456e-05,CES3000000008,Prices,momentum
IPB51222S__rollmean24,2.3535978e-05,IPB51222S,Output and Income,rolling_stat
HOUSTS__rollmean12,2.340898e-05,HOUSTS,Housing,rolling_stat
IPFUELS__lag9,2.334586e-05,IPFUELS,Output and Income,lag
DDURRG3M086SBEA__lag6,2.3306113e-05,DDURRG3M086SBEA,Prices,lag
CES0600000007__rollmean24,2.3243681e-05,CES0600000007,Labor Market,rolling_stat
SRVPRD__lag12,2.3221035e-05,SRVPRD,Labor Market,lag
TB3MS__mom3,2.3165763e-05,TB3MS,Interest and Exchange Rates,momentum
HOUSTW__rollz6,2.3064691e-05,HOUSTW,Housing,rolling_stat
USTRADE__lag3,2.2802438e-05,USTRADE,Labor Market,lag
OILPRICEx__mom12,2.278017e-05,OILPRICEx,Prices,momentum
CPITRNSL__lag1,2.277165e-05,CPITRNSL,Prices,lag
CUUR0000SA0L2__rollz24,2.2625416e-05,CUUR0000SA0L2,Prices,rolling_stat
WPSFD49207__lag9,2.2609478e-05,WPSFD49207,Prices,lag
CPIAUCSL__rollmean12,2.257082e-05,CPIAUCSL,Prices,rolling_stat
UEMP27OV__mom3,2.2470931e-05,UEMP27OV,Labor Market,momentum
AWHMAN__mom6,2.2419772e-05,AWHMAN,Labor Market,momentum
UEMP15T26__rollz6,2.2412274e-05,UEMP15T26,Labor Market,rolling_stat
DTCOLNVHFNM__mom6,2.237402e-05,DTCOLNVHFNM,Money and Credit,momentum
CUSR0000SAC__rollmean6,2.2320715e-05,CUSR0000SAC,Prices,rolling_stat
PAYEMS__rollstd6,2.2303959e-05,PAYEMS,Labor Market,rolling_stat
NONREVSL__lag9,2.2244132e-05,NONREVSL,Money and Credit,lag
CUUR0000SA0L2__mom3,2.2212007e-05,CUUR0000SA0L2,Prices,momentum
AWHMAN__rollstd12,2.2188146e-05,AWHMAN,Labor Market,rolling_stat
CES0600000007__mom3,2.2142289e-05,CES0600000007,Labor Market,momentum
TB3MS__rollz6,2.2045626e-05,TB3MS,Interest and Exchange Rates,rolling_stat
CUSR0000SAC__lag12,2.2032087e-05,CUSR0000SAC,Prices,lag
DTCOLNVHFNM__lag3,2.1964564e-05,DTCOLNVHFNM,Money and Credit,lag
IPMANSICS__rollstd24,2.1938944e-05,IPMANSICS,Output and Income,rolling_stat
NONREVSL__rollz24,2.190467e-05,NONREVSL,Money and Credit,rolling_stat
IPMANSICS__lag9,2.1789352e-05,IPMANSICS,Output and Income,lag
CPIAPPSL__base,2.1746913e-05,CPIAPPSL,Prices,base
PPICMM__mom3,2.1659707e-05,PPICMM,Prices,momentum
IPFINAL__mom6,2.1599864e-05,IPFINAL,Output and Income,momentum
NONBORRES__lag9,2.151491e-05,NONBORRES,Money and Credit,lag
CUUR0000SAD__rollstd6,2.1505519e-05,CUUR0000SAD,Prices,rolling_stat
HOUSTW__lag12,2.148698e-05,HOUSTW,Housing,lag
OILPRICEx__mom6,2.1461687e-05,OILPRICEx,Prices,momentum
DDURRG3M086SBEA__rollmean6,2.1401638e-05,DDURRG3M086SBEA,Prices,rolling_stat
IPMAT__rollz6,2.1375197e-05,IPMAT,Output and Income,rolling_stat
M2REAL__lag12,2.1247164e-05,M2REAL,Money and Credit,lag
USCONS__lag1,2.1168702e-05,USCONS,Labor Market,lag
CPITRNSL__rollmean12,2.1128155e-05,CPITRNSL,Prices,rolling_stat
CPIULFSL__rollmean12,2.1102718e-05,CPIULFSL,Prices,rolling_stat
WPSID62__rollstd12,2.1098618e-05,WPSID62,Prices,rolling_stat
AWOTMAN__base,2.1046202e-05,AWOTMAN,Labor Market,base
UEMP15OV__rollz6,2.1008253e-05,UEMP15OV,Labor Market,rolling_stat
IPNMAT__rollstd6,2.089969e-05,IPNMAT,Output and Income,rolling_stat
BUSLOANS__rollmean6,2.0897776e-05,BUSLOANS,Money and Credit,rolling_stat
M1SL__rollmean6,2.0872896e-05,M1SL,Money and Credit,rolling_stat
IPFPNSS__rollstd12,2.0834106e-05,IPFPNSS,Output and Income,rolling_stat
T1YFFM__mom3,2.0822803e-05,T1YFFM,Interest and Exchange Rates,momentum
USFIRE__rollz24,2.082209e-05,USFIRE,Labor Market,rolling_stat
M1SL__rollmean24,2.0808362e-05,M1SL,Money and Credit,rolling_stat
DNDGRG3M086SBEA__base,2.0786038e-05,DNDGRG3M086SBEA,Prices,base
GS5__mom3,2.074792e-05,GS5,Interest and Exchange Rates,momentum
DMANEMP__mom6,2.0674632e-05,DMANEMP,Labor Market,momentum
HOUST__rollstd12,2.0669211e-05,HOUST,Housing,rolling_stat
GS10__rollmean24,2.0544938e-05,GS10,Interest and Exchange Rates,rolling_stat
WPSID61__rollmean24,2.033698e-05,WPSID61,Prices,rolling_stat
NONREVSL__rollmean6,2.0301484e-05,NONREVSL,Money and Credit,rolling_stat
IPMANSICS__lag12,2.0270512e-05,IPMANSICS,Output and Income,lag
HOUSTNE__rollstd24,2.0195583e-05,HOUSTNE,Housing,rolling_stat
CUSR0000SAS__rollmean6,2.0162535e-05,CUSR0000SAS,Prices,rolling_stat
DTCTHFNM__lag1,2.0129384e-05,DTCTHFNM,Money and Credit,lag
USFIRE__rollstd12,1.99981e-05,USFIRE,Labor Market,rolling_stat
TB3MS__rollz24,1.9990415e-05,TB3MS,Interest and Exchange Rates,rolling_stat
PERMITMW__lag12,1.9959913e-05,PERMITMW,Housing,lag
BAA__lag1,1.9938514e-05,BAA,Interest and Exchange Rates,lag
CES1021000001__rollz24,1.9923285e-05,CES1021000001,Labor Market,rolling_stat
CPIAPPSL__lag1,1.9894851e-05,CPIAPPSL,Prices,lag
DDURRG3M086SBEA__mom3,1.984704e-05,DDURRG3M086SBEA,Prices,momentum
WPSID61__rollstd24,1.9800109e-05,WPSID61,Prices,rolling_stat
GS1__lag1,1.9786401e-05,GS1,Interest and Exchange Rates,lag
REALLN__lag9,1.968573e-05,REALLN,Money and Credit,lag
UEMP15OV__rollz12,1.951732e-05,UEMP15OV,Labor Market,rolling_stat
UEMP5TO14__rollz6,1.9470795e-05,UEMP5TO14,Labor Market,rolling_stat
UEMP5TO14__rollmean12,1.9453799e-05,UEMP5TO14,Labor Market,rolling_stat
RPI__rollmean12,1.9437924e-05,RPI,Output and Income,rolling_stat
DTCTHFNM__rollmean12,1.9425699e-05,DTCTHFNM,Money and Credit,rolling_stat
IPBUSEQ__rollstd6,1.9418756e-05,IPBUSEQ,Output and Income,rolling_stat
CES3000000008__rollmean12,1.938901e-05,CES3000000008,Prices,rolling_stat
UEMPLT5__mom6,1.9352447e-05,UEMPLT5,Labor Market,momentum
DSERRG3M086SBEA__mom3,1.9322702e-05,DSERRG3M086SBEA,Prices,momentum
CLF16OV__rollstd6,1.9320514e-05,CLF16OV,Labor Market,rolling_stat
DSERRG3M086SBEA__rollstd24,1.9217125e-05,DSERRG3M086SBEA,Prices,rolling_stat
WPSFD49502__lag3,1.914068e-05,WPSFD49502,Prices,lag
GS5__lag9,1.906646e-05,GS5,Interest and Exchange Rates,lag
WPSID61__rollmean6,1.9053921e-05,WPSID61,Prices,rolling_stat
CPIAUCSL__mom3,1.9046869e-05,CPIAUCSL,Prices,momentum
UNRATE__rollstd24,1.8899267e-05,UNRATE,Labor Market,rolling_stat
CPIMEDSL__rollmean24,1.8888071e-05,CPIMEDSL,Prices,rolling_stat
WPSID61__lag1,1.8744386e-05,WPSID61,Prices,lag
BUSLOANS__rollmean12,1.872107e-05,BUSLOANS,Money and Credit,rolling_stat
UNRATE__rollstd6,1.8470175e-05,UNRATE,Labor Market,rolling_stat
CES1021000001__rollmean12,1.83975e-05,CES1021000001,Labor Market,rolling_stat
DTCOLNVHFNM__lag6,1.839693e-05,DTCOLNVHFNM,Money and Credit,lag
PERMITW__rollz6,1.8305776e-05,PERMITW,Housing,rolling_stat
NDMANEMP__rollmean24,1.8271168e-05,NDMANEMP,Labor Market,rolling_stat
IPDMAT__rollstd6,1.8244433e-05,IPDMAT,Output and Income,rolling_stat
IPB51222S__rollz24,1.8145543e-05,IPB51222S,Output and Income,rolling_stat
TB6MS__rollz6,1.8136798e-05,TB6MS,Interest and Exchange Rates,rolling_stat
UEMP15T26__rollstd24,1.798306e-05,UEMP15T26,Labor Market,rolling_stat
BAA__lag12,1.7910832e-05,BAA,Interest and Exchange Rates,lag
IPDMAT__rollz6,1.7874421e-05,IPDMAT,Output and Income,rolling_stat
IPMAT__lag1,1.7852042e-05,IPMAT,Output and Income,lag
PERMITNE__mom3,1.7780694e-05,PERMITNE,Housing,momentum
CES2000000008__rollstd6,1.7743803e-05,CES2000000008,Prices,rolling_stat
DSERRG3M086SBEA__lag9,1.7599552e-05,DSERRG3M086SBEA,Prices,lag
M2REAL__rollz12,1.7597751e-05,M2REAL,Money and Credit,rolling_stat
BUSLOANS__rollstd24,1.7587447e-05,BUSLOANS,Money and Credit,rolling_stat
M1SL__rollstd12,1.7579277e-05,M1SL,Money and Credit,rolling_stat
BAA__rollz24,1.7485158e-05,BAA,Interest and Exchange Rates,rolling_stat
CUSR0000SA0L5__lag3,1.739149e-05,CUSR0000SA0L5,Prices,lag
GS10__mom3,1.721739e-05,GS10,Interest and Exchange Rates,momentum
CUSR0000SA0L5__mom3,1.7210854e-05,CUSR0000SA0L5,Prices,momentum
CPIAPPSL__rollmean6,1.7177237e-05,CPIAPPSL,Prices,rolling_stat
INVEST__rollz6,1.7150274e-05,INVEST,Money and Credit,rolling_stat
CUMFNS__lag9,1.711575e-05,CUMFNS,Output and Income,lag
AWOTMAN__rollstd12,1.7003842e-05,AWOTMAN,Labor Market,rolling_stat
PERMITMW__rollmean12,1.6999596e-05,PERMITMW,Housing,rolling_stat
DPCERA3M086SBEA__lag6,1.6897871e-05,DPCERA3M086SBEA,"Consumption, Orders and Inventories",lag
PERMITNE__rollz24,1.687861e-05,PERMITNE,Housing,rolling_stat
IPCONGD__lag3,1.687049e-05,IPCONGD,Output and Income,lag
IPMANSICS__lag6,1.6837885e-05,IPMANSICS,Output and Income,lag
DSERRG3M086SBEA__lag3,1.6743652e-05,DSERRG3M086SBEA,Prices,lag
CPIAPPSL__lag12,1.6743363e-05,CPIAPPSL,Prices,lag
PERMITS__rollz24,1.6683807e-05,PERMITS,Housing,rolling_stat
DNDGRG3M086SBEA__lag3,1.6663931e-05,DNDGRG3M086SBEA,Prices,lag
SRVPRD__rollz6,1.6646181e-05,SRVPRD,Labor Market,rolling_stat
USTRADE__rollz12,1.6631282e-05,USTRADE,Labor Market,rolling_stat
IPNCONGD__mom3,1.6534985e-05,IPNCONGD,Output and Income,momentum
CUUR0000SAD__lag6,1.6517586e-05,CUUR0000SAD,Prices,lag
USWTRADE__rollz6,1.6358554e-05,USWTRADE,Labor Market,rolling_stat
GS10__rollstd24,1.624903e-05,GS10,Interest and Exchange Rates,rolling_stat
USFIRE__rollz6,1.624857e-05,USFIRE,Labor Market,rolling_stat
W875RX1__rollstd6,1.6159265e-05,W875RX1,Output and Income,rolling_stat
IPFPNSS__lag6,1.604e-05,IPFPNSS,Output and Income,lag
UEMP27OV__rollstd12,1.5990969e-05,UEMP27OV,Labor Market,rolling_stat
CPIAPPSL__rollmean24,1.5979886e-05,CPIAPPSL,Prices,rolling_stat
UEMP15T26__lag6,1.5888349e-05,UEMP15T26,Labor Market,lag
USCONS__mom12,1.5885977e-05,USCONS,Labor Market,momentum
CES0600000008__rollz24,1.5879958e-05,CES0600000008,Prices,rolling_stat
IPNCONGD__rollmean6,1.5780073e-05,IPNCONGD,Output and Income,rolling_stat
HOUSTS__lag9,1.5736907e-05,HOUSTS,Housing,lag
CPIAUCSL__rollmean6,1.5722426e-05,CPIAUCSL,Prices,rolling_stat
BAAFFM__rollz12,1.5693658e-05,BAAFFM,Interest and Exchange Rates,rolling_stat
PERMIT__lag3,1.568631e-05,PERMIT,Housing,lag
CPIULFSL__lag9,1.5645346e-05,CPIULFSL,Prices,lag
CPIAUCSL__rollmean24,1.5621654e-05,CPIAUCSL,Prices,rolling_stat
INVEST__rollstd12,1.552243e-05,INVEST,Money and Credit,rolling_stat
AAA__base,1.5510695e-05,AAA,Interest and Exchange Rates,base
NONBORRES__lag1,1.547769e-05,NONBORRES,Money and Credit,lag
INDPRO__rollstd24,1.5476644e-05,INDPRO,Output and Income,rolling_stat
WPSFD49502__mom12,1.5474754e-05,WPSFD49502,Prices,momentum
AWHMAN__mom12,1.544208e-05,AWHMAN,Labor Market,momentum
WPSID62__lag1,1.5364507e-05,WPSID62,Prices,lag
UEMP15T26__rollmean12,1.52978e-05,UEMP15T26,Labor Market,rolling_stat
CUUR0000SAD__mom3,1.5214679e-05,CUUR0000SAD,Prices,momentum
WPSFD49502__rollstd6,1.5206602e-05,WPSFD49502,Prices,rolling_stat
DNDGRG3M086SBEA__rollz24,1.5158197e-05,DNDGRG3M086SBEA,Prices,rolling_stat
CPIAUCSL__lag1,1.5081572e-05,CPIAUCSL,Prices,lag
TOTRESNS__rollmean24,1.5080249e-05,TOTRESNS,Money and Credit,rolling_stat
W875RX1__rollz6,1.5021314e-05,W875RX1,Output and Income,rolling_stat
RPI__lag1,1.49321195e-05,RPI,Output and Income,lag
RPI__rollstd24,1.4927614e-05,RPI,Output and Income,rolling_stat
IPBUSEQ__mom12,1.4857107e-05,IPBUSEQ,Output and Income,momentum
CPIAUCSL__rollstd6,1.4840324e-05,CPIAUCSL,Prices,rolling_stat
CPITRNSL__rollstd12,1.48298595e-05,CPITRNSL,Prices,rolling_stat
CES2000000008__rollz12,1.48193885e-05,CES2000000008,Prices,rolling_stat
CLF16OV__rollz6,1.480937e-05,CLF16OV,Labor Market,rolling_stat
IPCONGD__rollmean24,1.4741349e-05,IPCONGD,Output and Income,rolling_stat
UEMPLT5__lag6,1.4735421e-05,UEMPLT5,Labor Market,lag
BUSLOANS__lag1,1.4704514e-05,BUSLOANS,Money and Credit,lag
INVEST__lag3,1.4613059e-05,INVEST,Money and Credit,lag
T10YFFM__mom6,1.4540562e-05,T10YFFM,Interest and Exchange Rates,momentum
TB6MS__lag1,1.4455076e-05,TB6MS,Interest and Exchange Rates,lag
DTCOLNVHFNM__rollmean12,1.44179585e-05,DTCOLNVHFNM,Money and Credit,rolling_stat
M2SL__lag3,1.4372048e-05,M2SL,Money and Credit,lag
GS10__rollmean6,1.4358384e-05,GS10,Interest and Exchange Rates,rolling_stat
DTCTHFNM__mom12,1.4299537e-05,DTCTHFNM,Money and Credit,momentum
CES0600000007__rollmean12,1.4241873e-05,CES0600000007,Labor Market,rolling_stat
IPFUELS__rollmean12,1.41779365e-05,IPFUELS,Output and Income,rolling_stat
T5YFFM__mom3,1.4159219e-05,T5YFFM,Interest and Exchange Rates,momentum
T1YFFM__rollstd6,1.41581995e-05,T1YFFM,Interest and Exchange Rates,rolling_stat
T5YFFM__mom6,1.4120797e-05,T5YFFM,Interest and Exchange Rates,momentum
UEMP15OV__rollmean6,1.4087094e-05,UEMP15OV,Labor Market,rolling_stat
IPMANSICS__rollstd12,1.4032783e-05,IPMANSICS,Output and Income,rolling_stat
IPB51222S__mom3,1.40319125e-05,IPB51222S,Output and Income,momentum
REALLN__rollz24,1.4012831e-05,REALLN,Money and Credit,rolling_stat
CES1021000001__lag9,1.3971619e-05,CES1021000001,Labor Market,lag
TB3MS__lag1,1.3934295e-05,TB3MS,Interest and Exchange Rates,lag
UEMP15T26__rollmean6,1.3926559e-05,UEMP15T26,Labor Market,rolling_stat
TOTRESNS__rollmean6,1.3834379e-05,TOTRESNS,Money and Credit,rolling_stat
WPSID61__lag9,1.3811273e-05,WPSID61,Prices,lag
FEDFUNDS__lag12,1.3799521e-05,FEDFUNDS,Interest and Exchange Rates,lag
UEMPMEAN__rollz6,1.3757059e-05,UEMPMEAN,Labor Market,rolling_stat
IPMAT__rollstd24,1.3742479e-05,IPMAT,Output and Income,rolling_stat
CPIAPPSL__rollstd6,1.3736233e-05,CPIAPPSL,Prices,rolling_stat
CUSR0000SAC__rollz6,1.3709648e-05,CUSR0000SAC,Prices,rolling_stat
IPDCONGD__lag6,1.3685012e-05,IPDCONGD,Output and Income,lag
TB3MS__lag6,1.36228155e-05,TB3MS,Interest and Exchange Rates,lag
WPSID62__rollstd24,1.3570863e-05,WPSID62,Prices,rolling_stat
BAAFFM__rollstd6,1.3517785e-05,BAAFFM,Interest and Exchange Rates,rolling_stat
PPICMM__rollmean24,1.3492736e-05,PPICMM,Prices,rolling_stat
HOUSTS__rollz12,1.3487673e-05,HOUSTS,Housing,rolling_stat
HOUSTMW__mom3,1.348342e-05,HOUSTMW,Housing,momentum
DTCTHFNM__lag9,1.3427535e-05,DTCTHFNM,Money and Credit,lag
GS5__lag3,1.3394876e-05,GS5,Interest and Exchange Rates,lag
IPDCONGD__rollz12,1.3137164e-05,IPDCONGD,Output and Income,rolling_stat
AAA__rollstd24,1.308346e-05,AAA,Interest and Exchange Rates,rolling_stat
BUSLOANS__rollz6,1.3004545e-05,BUSLOANS,Money and Credit,rolling_stat
INVEST__lag6,1.298678e-05,INVEST,Money and Credit,lag
CPITRNSL__lag3,1.2939368e-05,CPITRNSL,Prices,lag
PERMITMW__lag3,1.293885e-05,PERMITMW,Housing,lag
USWTRADE__rollstd12,1.2931304e-05,USWTRADE,Labor Market,rolling_stat
IPFUELS__rollz6,1.29224445e-05,IPFUELS,Output and Income,rolling_stat
T1YFFM__rollz24,1.287014e-05,T1YFFM,Interest and Exchange Rates,rolling_stat
CES1021000001__rollz12,1.2728767e-05,CES1021000001,Labor Market,rolling_stat
BAA__rollstd24,1.268844e-05,BAA,Interest and Exchange Rates,rolling_stat
USTPU__lag1,1.267218e-05,USTPU,Labor Market,lag
CE16OV__rollmean6,1.2635916e-05,CE16OV,Labor Market,rolling_stat
BAAFFM__rollstd24,1.2624654e-05,BAAFFM,Interest and Exchange Rates,rolling_stat
CPIULFSL__lag1,1.25399265e-05,CPIULFSL,Prices,lag
SP500__rollstd24,1.2535144e-05,SP500,Stock Market,rolling_stat
OILPRICEx__lag12,1.25292745e-05,OILPRICEx,Prices,lag
CPITRNSL__rollmean6,1.244262e-05,CPITRNSL,Prices,rolling_stat
TERM_SPREAD_10YFF,1.2439851e-05,TERM_SPREAD_10YFF,Interest and Exchange Rates,spread
DSERRG3M086SBEA__rollstd12,1.2385319e-05,DSERRG3M086SBEA,Prices,rolling_stat
DSERRG3M086SBEA__rollz24,1.2369751e-05,DSERRG3M086SBEA,Prices,rolling_stat
PERMITS__rollstd24,1.2211587e-05,PERMITS,Housing,rolling_stat
AWOTMAN__rollstd6,1.21644825e-05,AWOTMAN,Labor Market,rolling_stat
CUUR0000SAD__lag9,1.2153533e-05,CUUR0000SAD,Prices,lag
M1SL__lag1,1.2147661e-05,M1SL,Money and Credit,lag
PERMIT__rollmean12,1.2131336e-05,PERMIT,Housing,rolling_stat
DTCTHFNM__lag12,1.2131092e-05,DTCTHFNM,Money and Credit,lag
NONBORRES__rollz24,1.2106505e-05,NONBORRES,Money and Credit,rolling_stat
BAA__rollmean12,1.2091577e-05,BAA,Interest and Exchange Rates,rolling_stat
IPNMAT__rollz6,1.2077172e-05,IPNMAT,Output and Income,rolling_stat
GS5__rollstd12,1.2065293e-05,GS5,Interest and Exchange Rates,rolling_stat
AWOTMAN__rollz12,1.2036028e-05,AWOTMAN,Labor Market,rolling_stat
WPSID61__lag3,1.2026083e-05,WPSID61,Prices,lag
TB6MS__rollmean24,1.1972687e-05,TB6MS,Interest and Exchange Rates,rolling_stat
WPSFD49207__rollz6,1.1957106e-05,WPSFD49207,Prices,rolling_stat
USTPU__rollz6,1.1952326e-05,USTPU,Labor Market,rolling_stat
HOUSTW__rollstd6,1.1946964e-05,HOUSTW,Housing,rolling_stat
FEDFUNDS__rollz24,1.1875341e-05,FEDFUNDS,Interest and Exchange Rates,rolling_stat
TB3SMFFM__mom12,1.1869415e-05,TB3SMFFM,Interest and Exchange Rates,momentum
NONBORRES__mom3,1.1868763e-05,NONBORRES,Money and Credit,momentum
TOTRESNS__lag1,1.1791465e-05,TOTRESNS,Money and Credit,lag
UEMPMEAN__lag3,1.1789409e-05,UEMPMEAN,Labor Market,lag
PAYEMS__rollstd24,1.1775385e-05,PAYEMS,Labor Market,rolling_stat
CPIMEDSL__lag1,1.16516185e-05,CPIMEDSL,Prices,lag
IPFINAL__lag6,1.150713e-05,IPFINAL,Output and Income,lag
HOUST__rollmean24,1.1506622e-05,HOUST,Housing,rolling_stat
CUSR0000SAC__rollz24,1.1475712e-05,CUSR0000SAC,Prices,rolling_stat
USGOVT__rollmean6,1.1461748e-05,USGOVT,Labor Market,rolling_stat
CUSR0000SA0L5__lag6,1.144917e-05,CUSR0000SA0L5,Prices,lag
AAAFFM__rollz6,1.1441685e-05,AAAFFM,Interest and Exchange Rates,rolling_stat
M2SL__lag6,1.1264359e-05,M2SL,Money and Credit,lag
M2SL__rollmean6,1.1219958e-05,M2SL,Money and Credit,rolling_stat
GS10__lag1,1.1072691e-05,GS10,Interest and Exchange Rates,lag
CUSR0000SAC__rollmean12,1.1068546e-05,CUSR0000SAC,Prices,rolling_stat
RPI__rollstd12,1.1010814e-05,RPI,Output and Income,rolling_stat
REALLN__rollz12,1.0990204e-05,REALLN,Money and Credit,rolling_stat
AAA__rollz24,1.0895822e-05,AAA,Interest and Exchange Rates,rolling_stat
RPI__rollmean24,1.0878792e-05,RPI,Output and Income,rolling_stat
TB3MS__lag3,1.0863753e-05,TB3MS,Interest and Exchange Rates,lag
IPCONGD__lag9,1.0847373e-05,IPCONGD,Output and Income,lag
CONSPI__lag6,1.0806002e-05,CONSPI,Money and Credit,lag
CUUR0000SAD__mom12,1.0760959e-05,CUUR0000SAD,Prices,momentum
TB6SMFFM__mom6,1.07463065e-05,TB6SMFFM,Interest and Exchange Rates,momentum
GS1__rollz6,1.07230735e-05,GS1,Interest and Exchange Rates,rolling_stat
CUUR0000SAD__mom6,1.0715399e-05,CUUR0000SAD,Prices,momentum
IPNMAT__mom3,1.0710195e-05,IPNMAT,Output and Income,momentum
CUUR0000SAD__lag12,1.0601927e-05,CUUR0000SAD,Prices,lag
WPSID62__rollmean6,1.0569817e-05,WPSID62,Prices,rolling_stat
PERMIT__rollz12,1.05366325e-05,PERMIT,Housing,rolling_stat
SP500__lag3,1.0464423e-05,SP500,Stock Market,lag
OILPRICEx__lag9,1.0409633e-05,OILPRICEx,Prices,lag
CES2000000008__lag3,1.0389915e-05,CES2000000008,Prices,lag
CUUR0000SAD__rollz24,1.0334504e-05,CUUR0000SAD,Prices,rolling_stat
AAA__rollz6,1.0260482e-05,AAA,Interest and Exchange Rates,rolling_stat
CONSPI__rollstd6,1.025518e-05,CONSPI,Money and Credit,rolling_stat
UEMPMEAN__rollz24,1.0226975e-05,UEMPMEAN,Labor Market,rolling_stat
DTCOLNVHFNM__rollz6,1.02132735e-05,DTCOLNVHFNM,Money and Credit,rolling_stat
REALLN__mom12,1.0203582e-05,REALLN,Money and Credit,momentum
PCEPI__mom6,1.0176207e-05,PCEPI,Prices,momentum
NONBORRES__rollz12,1.0164282e-05,NONBORRES,Money and Credit,rolling_stat
SP500__lag9,1.010496e-05,SP500,Stock Market,lag
UEMP15OV__rollstd6,1.0085903e-05,UEMP15OV,Labor Market,rolling_stat
DTCOLNVHFNM__rollmean24,1.0049298e-05,DTCOLNVHFNM,Money and Credit,rolling_stat
REALLN__lag6,9.9976605e-06,REALLN,Money and Credit,lag
CPIULFSL__rollmean6,9.945e-06,CPIULFSL,Prices,rolling_stat
UEMPLT5__lag3,9.914881e-06,UEMPLT5,Labor Market,lag
UEMP5TO14__rollstd24,9.895443e-06,UEMP5TO14,Labor Market,rolling_stat
IPFINAL__rollz12,9.827861e-06,IPFINAL,Output and Income,rolling_stat
WPSFD49207__lag12,9.80925e-06,WPSFD49207,Prices,lag
USCONS__rollz6,9.791172e-06,USCONS,Labor Market,rolling_stat
WPSFD49502__mom6,9.790687e-06,WPSFD49502,Prices,momentum
