Feature,Importance,source_series,group,feat_type
DDURRG3M086SBEA__lag6,4.9113383e-05,DDURRG3M086SBEA,Prices,lag
CES3000000008__lag12,4.903173e-05,CES3000000008,Prices,lag
CPIMEDSL__mom3,4.8928312e-05,CPIMEDSL,Prices,momentum
TB3SMFFM__mom12,4.88094e-05,TB3SMFFM,Interest and Exchange Rates,momentum
IPNMAT__lag6,4.8453778e-05,IPNMAT,Output and Income,lag
WPSFD49502__base,4.8450405e-05,WPSFD49502,Prices,base
CPIMEDSL__lag12,4.768182e-05,CPIMEDSL,Prices,lag
IPMAT__mom3,4.7637375e-05,IPMAT,Output and Income,momentum
PERMIT__mom6,4.7059355e-05,PERMIT,Housing,momentum
IPFUELS__rollstd6,4.704664e-05,IPFUELS,Output and Income,rolling_stat
UEMP15OV__lag6,4.6921305e-05,UEMP15OV,Labor Market,lag
TB3SMFFM__rollz12,4.673772e-05,TB3SMFFM,Interest and Exchange Rates,rolling_stat
PPICMM__rollz24,4.6579895e-05,PPICMM,Prices,rolling_stat
UEMP27OV__lag6,4.6470203e-05,UEMP27OV,Labor Market,lag
IPB51222S__mom12,4.629353e-05,IPB51222S,Output and Income,momentum
IPCONGD__rollstd12,4.628605e-05,IPCONGD,Output and Income,rolling_stat
TB3MS__lag9,4.607627e-05,TB3MS,Interest and Exchange Rates,lag
CUMFNS__lag12,4.5746157e-05,CUMFNS,Output and Income,lag
TB3SMFFM__rollz6,4.5548026e-05,TB3SMFFM,Interest and Exchange Rates,rolling_stat
CPIAUCSL__lag6,4.5523066e-05,CPIAUCSL,Prices,lag
USFIRE__rollz24,4.5355868e-05,USFIRE,Labor Market,rolling_stat
CES0600000007__mom12,4.5086395e-05,CES0600000007,Labor Market,momentum
DDURRG3M086SBEA__rollstd24,4.4702716e-05,DDURRG3M086SBEA,Prices,rolling_stat
USCONS__lag6,4.468935e-05,USCONS,Labor Market,lag
UEMP15T26__lag6,4.453977e-05,UEMP15T26,Labor Market,lag
CONSPI__lag12,4.4041997e-05,CONSPI,Money and Credit,lag
HOUSTNE__lag12,4.391017e-05,HOUSTNE,Housing,lag
CE16OV__lag3,4.3376363e-05,CE16OV,Labor Market,lag
HOUSTMW__rollz12,4.2789074e-05,HOUSTMW,Housing,rolling_stat
TB6MS__lag9,4.278605e-05,TB6MS,Interest and Exchange Rates,lag
NONBORRES__lag6,4.2717493e-05,NONBORRES,Money and Credit,lag
M1SL__rollmean24,4.2632888e-05,M1SL,Money and Credit,rolling_stat
PAYEMS__rollz12,4.259578e-05,PAYEMS,Labor Market,rolling_stat
CUSR0000SAS__rollstd24,4.2285803e-05,CUSR0000SAS,Prices,rolling_stat
PERMITW__lag6,4.221745e-05,PERMITW,Housing,lag
DDURRG3M086SBEA__lag12,4.2135453e-05,DDURRG3M086SBEA,Prices,lag
DTCTHFNM__lag12,4.212121e-05,DTCTHFNM,Money and Credit,lag
USFIRE__lag6,4.202822e-05,USFIRE,Labor Market,lag
WPSFD49502__lag9,4.197197e-05,WPSFD49502,Prices,lag
IPNCONGD__lag3,4.1563217e-05,IPNCONGD,Output and Income,lag
CES1021000001__rollmean12,4.1531297e-05,CES1021000001,Labor Market,rolling_stat
REALLN__lag12,4.149808e-05,REALLN,Money and Credit,lag
USTPU__mom3,4.1138082e-05,USTPU,Labor Market,momentum
CUSR0000SAS__lag12,4.0976025e-05,CUSR0000SAS,Prices,lag
DTCOLNVHFNM__mom3,4.0939794e-05,DTCOLNVHFNM,Money and Credit,momentum
CUSR0000SAS__rollstd6,4.042737e-05,CUSR0000SAS,Prices,rolling_stat
UEMPMEAN__rollstd6,4.040005e-05,UEMPMEAN,Labor Market,rolling_stat
CPIAPPSL__lag6,3.9922208e-05,CPIAPPSL,Prices,lag
SP500__drawdown60,3.989306e-05,SP500,Stock Market,drawdown
WPSID62__lag1,3.9840113e-05,WPSID62,Prices,lag
DTCTHFNM__rollz12,3.894166e-05,DTCTHFNM,Money and Credit,rolling_stat
UEMP5TO14__lag1,3.8847273e-05,UEMP5TO14,Labor Market,lag
BAA__rollz6,3.8806174e-05,BAA,Interest and Exchange Rates,rolling_stat
CES1021000001__lag3,3.880051e-05,CES1021000001,Labor Market,lag
BAAFFM__lag3,3.8422473e-05,BAAFFM,Interest and Exchange Rates,lag
RPI__lag9,3.84148e-05,RPI,Output and Income,lag
GS10__base,3.8414244e-05,GS10,Interest and Exchange Rates,base
NDMANEMP__mom6,3.837342e-05,NDMANEMP,Labor Market,momentum
HOUSTS__mom3,3.8296763e-05,HOUSTS,Housing,momentum
TOTRESNS__lag12,3.8014554e-05,TOTRESNS,Money and Credit,lag
UEMP15T26__rollstd24,3.795806e-05,UEMP15T26,Labor Market,rolling_stat
NONREVSL__lag1,3.7741036e-05,NONREVSL,Money and Credit,lag
T1YFFM__rollz6,3.759929e-05,T1YFFM,Interest and Exchange Rates,rolling_stat
USGOVT__rollz6,3.754641e-05,USGOVT,Labor Market,rolling_stat
CE16OV__lag12,3.7531816e-05,CE16OV,Labor Market,lag
M1SL__rollstd24,3.748623e-05,M1SL,Money and Credit,rolling_stat
CES1021000001__lag9,3.745886e-05,CES1021000001,Labor Market,lag
UEMP27OV__rollstd24,3.7021015e-05,UEMP27OV,Labor Market,rolling_stat
DSERRG3M086SBEA__rollmean24,3.6704132e-05,DSERRG3M086SBEA,Prices,rolling_stat
IPFINAL__rollstd6,3.6656595e-05,IPFINAL,Output and Income,rolling_stat
M1SL__lag1,3.6511174e-05,M1SL,Money and Credit,lag
T1YFFM__base,3.625973e-05,T1YFFM,Interest and Exchange Rates,base
HOUSTMW__mom6,3.6171627e-05,HOUSTMW,Housing,momentum
IPB51222S__rollmean12,3.553592e-05,IPB51222S,Output and Income,rolling_stat
IPBUSEQ__rollstd12,3.5419736e-05,IPBUSEQ,Output and Income,rolling_stat
IPFINAL__rollz24,3.5272744e-05,IPFINAL,Output and Income,rolling_stat
DSERRG3M086SBEA__rollz12,3.483507e-05,DSERRG3M086SBEA,Prices,rolling_stat
PCEPI__lag6,3.4804274e-05,PCEPI,Prices,lag
NONREVSL__base,3.458559e-05,NONREVSL,Money and Credit,base
CUUR0000SAD__rollmean24,3.4493383e-05,CUUR0000SAD,Prices,rolling_stat
PERMITMW__rollmean24,3.4479806e-05,PERMITMW,Housing,rolling_stat
PERMITMW__rollz24,3.422306e-05,PERMITMW,Housing,rolling_stat
CES2000000008__rollz6,3.417109e-05,CES2000000008,Prices,rolling_stat
BUSLOANS__rollz6,3.408944e-05,BUSLOANS,Money and Credit,rolling_stat
CPIULFSL__base,3.3958393e-05,CPIULFSL,Prices,base
RPI__rollmean24,3.3793207e-05,RPI,Output and Income,rolling_stat
MANEMP__mom12,3.362903e-05,MANEMP,Labor Market,momentum
NONREVSL__rollz24,3.3576584e-05,NONREVSL,Money and Credit,rolling_stat
TB3MS__lag6,3.351404e-05,TB3MS,Interest and Exchange Rates,lag
DTCOLNVHFNM__rollz12,3.3458604e-05,DTCOLNVHFNM,Money and Credit,rolling_stat
IPMANSICS__lag9,3.3357213e-05,IPMANSICS,Output and Income,lag
CONSPI__rollstd24,3.3299606e-05,CONSPI,Money and Credit,rolling_stat
CES1021000001__rollz12,3.3237575e-05,CES1021000001,Labor Market,rolling_stat
IPNMAT__lag3,3.3235112e-05,IPNMAT,Output and Income,lag
USFIRE__lag12,3.3229426e-05,USFIRE,Labor Market,lag
IPDCONGD__rollstd12,3.3205906e-05,IPDCONGD,Output and Income,rolling_stat
USFIRE__rollstd12,3.315325e-05,USFIRE,Labor Market,rolling_stat
PERMITW__mom12,3.3149503e-05,PERMITW,Housing,momentum
PCEPI__base,3.3148444e-05,PCEPI,Prices,base
BUSLOANS__lag6,3.2981017e-05,BUSLOANS,Money and Credit,lag
CONSPI__lag6,3.29771e-05,CONSPI,Money and Credit,lag
DTCTHFNM__lag9,3.2936885e-05,DTCTHFNM,Money and Credit,lag
UEMP15OV__lag12,3.278547e-05,UEMP15OV,Labor Market,lag
USGOVT__lag6,3.2624834e-05,USGOVT,Labor Market,lag
SP500__lag3,3.2544853e-05,SP500,Stock Market,lag
IPMAT__lag12,3.234698e-05,IPMAT,Output and Income,lag
IPFPNSS__lag3,3.2273532e-05,IPFPNSS,Output and Income,lag
DTCOLNVHFNM__lag1,3.2266693e-05,DTCOLNVHFNM,Money and Credit,lag
DTCOLNVHFNM__rollz24,3.176466e-05,DTCOLNVHFNM,Money and Credit,rolling_stat
SRVPRD__mom3,3.1713247e-05,SRVPRD,Labor Market,momentum
USWTRADE__rollz6,3.1574895e-05,USWTRADE,Labor Market,rolling_stat
PPICMM__rollmean12,3.1442116e-05,PPICMM,Prices,rolling_stat
CUSR0000SAS__mom12,3.1370917e-05,CUSR0000SAS,Prices,momentum
CPIAUCSL__rollz6,3.1361797e-05,CPIAUCSL,Prices,rolling_stat
REALLN__mom3,3.1314714e-05,REALLN,Money and Credit,momentum
UEMP15T26__lag1,3.1156032e-05,UEMP15T26,Labor Market,lag
AAA__base,3.1015123e-05,AAA,Interest and Exchange Rates,base
T5YFFM__lag12,3.098113e-05,T5YFFM,Interest and Exchange Rates,lag
DTCOLNVHFNM__lag6,3.0934447e-05,DTCOLNVHFNM,Money and Credit,lag
BUSLOANS__rollstd24,3.0905e-05,BUSLOANS,Money and Credit,rolling_stat
WPSFD49502__mom6,3.0795156e-05,WPSFD49502,Prices,momentum
UEMPLT5__base,3.045073e-05,UEMPLT5,Labor Market,base
DMANEMP__rollstd6,3.040905e-05,DMANEMP,Labor Market,rolling_stat
PERMITS__rollstd12,3.0402582e-05,PERMITS,Housing,rolling_stat
UEMPMEAN__lag9,3.0316203e-05,UEMPMEAN,Labor Market,lag
NONBORRES__mom3,3.0044343e-05,NONBORRES,Money and Credit,momentum
CONSPI__rollstd12,2.9791423e-05,CONSPI,Money and Credit,rolling_stat
CONSPI__mom12,2.9741313e-05,CONSPI,Money and Credit,momentum
IPFUELS__mom12,2.9684286e-05,IPFUELS,Output and Income,momentum
UEMPLT5__lag9,2.9636607e-05,UEMPLT5,Labor Market,lag
HOUSTMW__lag12,2.9612802e-05,HOUSTMW,Housing,lag
DMANEMP__rollz6,2.944731e-05,DMANEMP,Labor Market,rolling_stat
UEMP15T26__base,2.9358329e-05,UEMP15T26,Labor Market,base
PERMITMW__base,2.9324876e-05,PERMITMW,Housing,base
CUSR0000SAC__rollmean12,2.9226616e-05,CUSR0000SAC,Prices,rolling_stat
IPNCONGD__lag1,2.9177714e-05,IPNCONGD,Output and Income,lag
AAA__lag12,2.9121953e-05,AAA,Interest and Exchange Rates,lag
GS5__rollz24,2.899846e-05,GS5,Interest and Exchange Rates,rolling_stat
CPIAUCSL__rollmean12,2.895751e-05,CPIAUCSL,Prices,rolling_stat
IPNCONGD__rollstd6,2.8897093e-05,IPNCONGD,Output and Income,rolling_stat
CPITRNSL__lag6,2.881203e-05,CPITRNSL,Prices,lag
AAAFFM__mom3,2.8607308e-05,AAAFFM,Interest and Exchange Rates,momentum
CPIAUCSL__mom6,2.859561e-05,CPIAUCSL,Prices,momentum
IPCONGD__lag3,2.8522507e-05,IPCONGD,Output and Income,lag
CES3000000008__rollz6,2.8312812e-05,CES3000000008,Prices,rolling_stat
IPNMAT__mom6,2.814036e-05,IPNMAT,Output and Income,momentum
W875RX1__mom12,2.8054093e-05,W875RX1,Output and Income,momentum
FEDFUNDS__mom3,2.7888218e-05,FEDFUNDS,Interest and Exchange Rates,momentum
USCONS__rollz6,2.7820653e-05,USCONS,Labor Market,rolling_stat
IPDMAT__mom3,2.7730555e-05,IPDMAT,Output and Income,momentum
PERMITW__mom6,2.766804e-05,PERMITW,Housing,momentum
AAA__lag1,2.7524713e-05,AAA,Interest and Exchange Rates,lag
M1SL__rollstd6,2.7462747e-05,M1SL,Money and Credit,rolling_stat
NONBORRES__lag9,2.6969434e-05,NONBORRES,Money and Credit,lag
T10YFFM__lag1,2.6938544e-05,T10YFFM,Interest and Exchange Rates,lag
PERMITNE__rollstd12,2.6821564e-05,PERMITNE,Housing,rolling_stat
PPICMM__mom3,2.6793048e-05,PPICMM,Prices,momentum
PCEPI__rollmean12,2.6655562e-05,PCEPI,Prices,rolling_stat
PCEPI__rollstd12,2.660016e-05,PCEPI,Prices,rolling_stat
IPDMAT__lag12,2.653961e-05,IPDMAT,Output and Income,lag
SP500__rollstd12,2.6464948e-05,SP500,Stock Market,rolling_stat
REALLN__rollz6,2.6366277e-05,REALLN,Money and Credit,rolling_stat
GS1__rollmean6,2.6337153e-05,GS1,Interest and Exchange Rates,rolling_stat
INDPRO__rollz24,2.6274138e-05,INDPRO,Output and Income,rolling_stat
IPMANSICS__lag12,2.6234195e-05,IPMANSICS,Output and Income,lag
CES2000000008__mom12,2.6173802e-05,CES2000000008,Prices,momentum
REALLN__lag6,2.604443e-05,REALLN,Money and Credit,lag
GS10__rollstd24,2.5996245e-05,GS10,Interest and Exchange Rates,rolling_stat
UEMPLT5__mom3,2.5933741e-05,UEMPLT5,Labor Market,momentum
M2SL__lag12,2.5919799e-05,M2SL,Money and Credit,lag
CES2000000008__lag12,2.5871399e-05,CES2000000008,Prices,lag
NDMANEMP__rollz6,2.5475723e-05,NDMANEMP,Labor Market,rolling_stat
CES0600000008__rollz6,2.5383657e-05,CES0600000008,Prices,rolling_stat
USTPU__lag12,2.5208803e-05,USTPU,Labor Market,lag
CPIAPPSL__base,2.5136313e-05,CPIAPPSL,Prices,base
M1SL__rollz12,2.5022615e-05,M1SL,Money and Credit,rolling_stat
SRVPRD__lag9,2.491896e-05,SRVPRD,Labor Market,lag
NDMANEMP__rollmean24,2.486113e-05,NDMANEMP,Labor Market,rolling_stat
GS5__rollz12,2.4834584e-05,GS5,Interest and Exchange Rates,rolling_stat
GS5__lag12,2.4788764e-05,GS5,Interest and Exchange Rates,lag
USTRADE__rollstd12,2.474532e-05,USTRADE,Labor Market,rolling_stat
WPSFD49207__mom6,2.4578272e-05,WPSFD49207,Prices,momentum
UEMP15T26__rollstd12,2.4256415e-05,UEMP15T26,Labor Market,rolling_stat
CES2000000008__lag3,2.4050343e-05,CES2000000008,Prices,lag
CPIMEDSL__lag1,2.399335e-05,CPIMEDSL,Prices,lag
IPNMAT__lag1,2.3957295e-05,IPNMAT,Output and Income,lag
W875RX1__rollmean24,2.3909011e-05,W875RX1,Output and Income,rolling_stat
DDURRG3M086SBEA__rollmean24,2.3893752e-05,DDURRG3M086SBEA,Prices,rolling_stat
CPIAUCSL__base,2.3712984e-05,CPIAUCSL,Prices,base
IPDMAT__lag9,2.3638888e-05,IPDMAT,Output and Income,lag
REALLN__rollz24,2.3620649e-05,REALLN,Money and Credit,rolling_stat
UEMP15OV__mom6,2.3591585e-05,UEMP15OV,Labor Market,momentum
USTRADE__lag6,2.3525354e-05,USTRADE,Labor Market,lag
CES2000000008__lag1,2.3445837e-05,CES2000000008,Prices,lag
T10YFFM__mom12,2.3354398e-05,T10YFFM,Interest and Exchange Rates,momentum
IPBUSEQ__mom12,2.3189115e-05,IPBUSEQ,Output and Income,momentum
CUSR0000SAS__rollstd12,2.3126157e-05,CUSR0000SAS,Prices,rolling_stat
DPCERA3M086SBEA__rollz12,2.3064133e-05,DPCERA3M086SBEA,"Consumption, Orders and Inventories",rolling_stat
CPIULFSL__lag12,2.3030081e-05,CPIULFSL,Prices,lag
IPMANSICS__lag1,2.2993512e-05,IPMANSICS,Output and Income,lag
DSERRG3M086SBEA__mom3,2.2924836e-05,DSERRG3M086SBEA,Prices,momentum
DSERRG3M086SBEA__rollz6,2.2856113e-05,DSERRG3M086SBEA,Prices,rolling_stat
CLF16OV__rollstd6,2.277074e-05,CLF16OV,Labor Market,rolling_stat
INVEST__lag3,2.2701568e-05,INVEST,Money and Credit,lag
CLF16OV__rollstd12,2.2281778e-05,CLF16OV,Labor Market,rolling_stat
WPSID62__rollmean6,2.206619e-05,WPSID62,Prices,rolling_stat
CES2000000008__rollmean6,2.205707e-05,CES2000000008,Prices,rolling_stat
PAYEMS__lag1,2.2034985e-05,PAYEMS,Labor Market,lag
PPICMM__rollstd24,2.1797314e-05,PPICMM,Prices,rolling_stat
USGOOD__lag1,2.1709999e-05,USGOOD,Labor Market,lag
IPFUELS__lag1,2.166952e-05,IPFUELS,Output and Income,lag
GS1__rollstd6,2.1578524e-05,GS1,Interest and Exchange Rates,rolling_stat
CONSPI__rollz12,2.1507407e-05,CONSPI,Money and Credit,rolling_stat
WPSID62__rollz6,2.1244467e-05,WPSID62,Prices,rolling_stat
IPDCONGD__rollz6,2.122685e-05,IPDCONGD,Output and Income,rolling_stat
IPCONGD__mom12,2.1099539e-05,IPCONGD,Output and Income,momentum
W875RX1__rollz6,2.104727e-05,W875RX1,Output and Income,rolling_stat
TB3MS__mom3,2.0907444e-05,TB3MS,Interest and Exchange Rates,momentum
IPBUSEQ__rollstd24,2.0881884e-05,IPBUSEQ,Output and Income,rolling_stat
PPICMM__lag3,2.0755077e-05,PPICMM,Prices,lag
CPIAUCSL__rollstd12,2.0716483e-05,CPIAUCSL,Prices,rolling_stat
BUSLOANS__rollz12,2.0706617e-05,BUSLOANS,Money and Credit,rolling_stat
OILPRICEx__rollz12,2.0674179e-05,OILPRICEx,Prices,rolling_stat
CES3000000008__lag6,2.066588e-05,CES3000000008,Prices,lag
IPDMAT__rollstd12,2.065455e-05,IPDMAT,Output and Income,rolling_stat
AAA__lag3,2.0412148e-05,AAA,Interest and Exchange Rates,lag
UEMP15OV__rollz12,2.0385596e-05,UEMP15OV,Labor Market,rolling_stat
PAYEMS__lag6,2.020563e-05,PAYEMS,Labor Market,lag
M1SL__rollstd12,2.0146821e-05,M1SL,Money and Credit,rolling_stat
PPICMM__rollmean6,1.9927784e-05,PPICMM,Prices,rolling_stat
VIX__vol12,1.9824869e-05,VIX__vol12,Stock Market,volatility
OILPRICEx__lag12,1.980286e-05,OILPRICEx,Prices,lag
CPIMEDSL__lag9,1.9767313e-05,CPIMEDSL,Prices,lag
PCEPI__lag3,1.9636656e-05,PCEPI,Prices,lag
M1SL__lag12,1.952094e-05,M1SL,Money and Credit,lag
NONBORRES__base,1.9328221e-05,NONBORRES,Money and Credit,base
DMANEMP__mom12,1.9176057e-05,DMANEMP,Labor Market,momentum
GS1__lag12,1.9110887e-05,GS1,Interest and Exchange Rates,lag
PAYEMS__lag3,1.8975485e-05,PAYEMS,Labor Market,lag
HOUST__mom12,1.8967117e-05,HOUST,Housing,momentum
PPICMM__rollmean24,1.89649e-05,PPICMM,Prices,rolling_stat
CUUR0000SA0L2__lag12,1.8914097e-05,CUUR0000SA0L2,Prices,lag
IPDCONGD__rollmean6,1.886241e-05,IPDCONGD,Output and Income,rolling_stat
M1SL__mom3,1.8840443e-05,M1SL,Money and Credit,momentum
DPCERA3M086SBEA__lag3,1.8839804e-05,DPCERA3M086SBEA,"Consumption, Orders and Inventories",lag
M2REAL__rollstd24,1.878527e-05,M2REAL,Money and Credit,rolling_stat
UEMP15OV__rollmean12,1.8668297e-05,UEMP15OV,Labor Market,rolling_stat
USFIRE__mom6,1.8613817e-05,USFIRE,Labor Market,momentum
WPSFD49502__rollz6,1.8560006e-05,WPSFD49502,Prices,rolling_stat
AAA__mom6,1.8441842e-05,AAA,Interest and Exchange Rates,momentum
MANEMP__rollstd6,1.8432891e-05,MANEMP,Labor Market,rolling_stat
TB3MS__rollz24,1.8325241e-05,TB3MS,Interest and Exchange Rates,rolling_stat
IPB51222S__rollz12,1.8194844e-05,IPB51222S,Output and Income,rolling_stat
IPNMAT__mom3,1.8093e-05,IPNMAT,Output and Income,momentum
AAA__rollmean6,1.8057515e-05,AAA,Interest and Exchange Rates,rolling_stat
CPIAPPSL__lag1,1.7926539e-05,CPIAPPSL,Prices,lag
PCEPI__mom3,1.7802748e-05,PCEPI,Prices,momentum
IPCONGD__rollstd6,1.758915e-05,IPCONGD,Output and Income,rolling_stat
RPI__rollz12,1.7579543e-05,RPI,Output and Income,rolling_stat
CPIULFSL__rollz24,1.7574064e-05,CPIULFSL,Prices,rolling_stat
TB3SMFFM__mom6,1.7427563e-05,TB3SMFFM,Interest and Exchange Rates,momentum
PAYEMS__rollstd6,1.7388196e-05,PAYEMS,Labor Market,rolling_stat
IPBUSEQ__lag3,1.7339702e-05,IPBUSEQ,Output and Income,lag
CUUR0000SAD__mom3,1.7277205e-05,CUUR0000SAD,Prices,momentum
RPI__mom3,1.7145105e-05,RPI,Output and Income,momentum
WPSFD49502__rollmean24,1.7131073e-05,WPSFD49502,Prices,rolling_stat
HOUSTMW__rollz24,1.7107928e-05,HOUSTMW,Housing,rolling_stat
HOUSTW__mom6,1.706826e-05,HOUSTW,Housing,momentum
HOUSTS__rollstd24,1.6936034e-05,HOUSTS,Housing,rolling_stat
UEMP5TO14__lag6,1.6824251e-05,UEMP5TO14,Labor Market,lag
GS5__lag9,1.681499e-05,GS5,Interest and Exchange Rates,lag
M1SL__lag6,1.6780556e-05,M1SL,Money and Credit,lag
NONREVSL__mom12,1.6693573e-05,NONREVSL,Money and Credit,momentum
CUUR0000SA0L2__rollstd12,1.6578844e-05,CUUR0000SA0L2,Prices,rolling_stat
USGOOD__lag3,1.6391703e-05,USGOOD,Labor Market,lag
T10YFFM__rollz6,1.6230562e-05,T10YFFM,Interest and Exchange Rates,rolling_stat
TB3SMFFM__rollstd12,1.6206597e-05,TB3SMFFM,Interest and Exchange Rates,rolling_stat
TB3SMFFM__base,1.6102422e-05,TB3SMFFM,Interest and Exchange Rates,base
CES3000000008__rollmean6,1.605304e-05,CES3000000008,Prices,rolling_stat
WPSID61__mom12,1.5976191e-05,WPSID61,Prices,momentum
INVEST__mom6,1.593398e-05,INVEST,Money and Credit,momentum
TB3MS__lag12,1.5884496e-05,TB3MS,Interest and Exchange Rates,lag
BAA__rollz24,1.5790283e-05,BAA,Interest and Exchange Rates,rolling_stat
DPCERA3M086SBEA__lag6,1.562814e-05,DPCERA3M086SBEA,"Consumption, Orders and Inventories",lag
INDPRO__lag3,1.5565283e-05,INDPRO,Output and Income,lag
IPB51222S__lag9,1.5465206e-05,IPB51222S,Output and Income,lag
IPMANSICS__rollz24,1.5434323e-05,IPMANSICS,Output and Income,rolling_stat
RPI__mom12,1.5333826e-05,RPI,Output and Income,momentum
CUSR0000SAC__base,1.5256196e-05,CUSR0000SAC,Prices,base
HOUST__rollz12,1.5075234e-05,HOUST,Housing,rolling_stat
GS10__lag6,1.5047664e-05,GS10,Interest and Exchange Rates,lag
UEMP15T26__rollz24,1.4991942e-05,UEMP15T26,Labor Market,rolling_stat
TB6MS__lag12,1.4942255e-05,TB6MS,Interest and Exchange Rates,lag
GS10__rollstd12,1.4904805e-05,GS10,Interest and Exchange Rates,rolling_stat
CE16OV__rollstd12,1.4713454e-05,CE16OV,Labor Market,rolling_stat
USGOVT__rollmean12,1.4685617e-05,USGOVT,Labor Market,rolling_stat
CONSPI__rollz24,1.4652295e-05,CONSPI,Money and Credit,rolling_stat
IPB51222S__rollz6,1.4618831e-05,IPB51222S,Output and Income,rolling_stat
CONSPI__rollmean24,1.4570534e-05,CONSPI,Money and Credit,rolling_stat
HOUSTNE__rollz12,1.4369747e-05,HOUSTNE,Housing,rolling_stat
DDURRG3M086SBEA__rollmean12,1.4358674e-05,DDURRG3M086SBEA,Prices,rolling_stat
IPFUELS__lag3,1.429228e-05,IPFUELS,Output and Income,lag
CONSPI__rollstd6,1.4260009e-05,CONSPI,Money and Credit,rolling_stat
UEMP5TO14__rollmean6,1.4230612e-05,UEMP5TO14,Labor Market,rolling_stat
IPMAT__lag9,1.4199096e-05,IPMAT,Output and Income,lag
HOUSTNE__rollmean24,1.41415785e-05,HOUSTNE,Housing,rolling_stat
AAA__rollmean12,1.4096099e-05,AAA,Interest and Exchange Rates,rolling_stat
UEMP27OV__rollz12,1.4095794e-05,UEMP27OV,Labor Market,rolling_stat
IPDCONGD__mom12,1.3959355e-05,IPDCONGD,Output and Income,momentum
M1SL__mom6,1.3950935e-05,M1SL,Money and Credit,momentum
HOUST__mom6,1.3866413e-05,HOUST,Housing,momentum
TB6SMFFM__rollstd6,1.3736951e-05,TB6SMFFM,Interest and Exchange Rates,rolling_stat
NONBORRES__rollz6,1.3727863e-05,NONBORRES,Money and Credit,rolling_stat
W875RX1__rollz12,1.3683421e-05,W875RX1,Output and Income,rolling_stat
WPSID61__lag1,1.3665288e-05,WPSID61,Prices,lag
CUSR0000SAC__rollstd12,1.366e-05,CUSR0000SAC,Prices,rolling_stat
CES0600000008__lag12,1.36295075e-05,CES0600000008,Prices,lag
REALLN__rollstd6,1.3549971e-05,REALLN,Money and Credit,rolling_stat
CES0600000008__rollz12,1.3242789e-05,CES0600000008,Prices,rolling_stat
CPIAUCSL__rollmean24,1.3161724e-05,CPIAUCSL,Prices,rolling_stat
BAA__rollstd6,1.31385505e-05,BAA,Interest and Exchange Rates,rolling_stat
WPSID62__mom6,1.3131109e-05,WPSID62,Prices,momentum
PERMITMW__lag6,1.3095538e-05,PERMITMW,Housing,lag
SP500__rollstd6,1.2966912e-05,SP500,Stock Market,rolling_stat
UNRATE__rollstd6,1.2752752e-05,UNRATE,Labor Market,rolling_stat
T1YFFM__mom6,1.2733085e-05,T1YFFM,Interest and Exchange Rates,momentum
MANEMP__rollz12,1.2721424e-05,MANEMP,Labor Market,rolling_stat
NONBORRES__lag12,1.2584525e-05,NONBORRES,Money and Credit,lag
AAAFFM__base,1.253074e-05,AAAFFM,Interest and Exchange Rates,base
DTCTHFNM__rollstd12,1.2505505e-05,DTCTHFNM,Money and Credit,rolling_stat
IPB51222S__rollstd24,1.2493193e-05,IPB51222S,Output and Income,rolling_stat
DSERRG3M086SBEA__rollmean12,1.2463629e-05,DSERRG3M086SBEA,Prices,rolling_stat
T10YFFM__rollstd6,1.2418256e-05,T10YFFM,Interest and Exchange Rates,rolling_stat
FEDFUNDS__lag9,1.2299186e-05,FEDFUNDS,Interest and Exchange Rates,lag
DDURRG3M086SBEA__base,1.229407e-05,DDURRG3M086SBEA,Prices,base
CUUR0000SAD__lag1,1.2287247e-05,CUUR0000SAD,Prices,lag
GS10__rollz12,1.2264659e-05,GS10,Interest and Exchange Rates,rolling_stat
BUSLOANS__lag12,1.2261571e-05,BUSLOANS,Money and Credit,lag
CPIMEDSL__rollz12,1.221275e-05,CPIMEDSL,Prices,rolling_stat
USWTRADE__mom6,1.2168394e-05,USWTRADE,Labor Market,momentum
HOUSTW__rollz12,1.2154843e-05,HOUSTW,Housing,rolling_stat
USWTRADE__rollz24,1.2153104e-05,USWTRADE,Labor Market,rolling_stat
PERMITS__rollz24,1.2126644e-05,PERMITS,Housing,rolling_stat
TB3SMFFM__mom3,1.2054475e-05,TB3SMFFM,Interest and Exchange Rates,momentum
PERMIT__lag9,1.2046068e-05,PERMIT,Housing,lag
PERMITW__lag3,1.20411105e-05,PERMITW,Housing,lag
CES0600000007__lag1,1.2015784e-05,CES0600000007,Labor Market,lag
WPSID62__rollz24,1.1918413e-05,WPSID62,Prices,rolling_stat
IPNCONGD__mom3,1.1850437e-05,IPNCONGD,Output and Income,momentum
WPSID61__rollz6,1.1797334e-05,WPSID61,Prices,rolling_stat
CUUR0000SA0L2__base,1.1774231e-05,CUUR0000SA0L2,Prices,base
PAYEMS__rollz6,1.1750053e-05,PAYEMS,Labor Market,rolling_stat
CLF16OV__rollz12,1.17246545e-05,CLF16OV,Labor Market,rolling_stat
IPBUSEQ__rollz12,1.16228075e-05,IPBUSEQ,Output and Income,rolling_stat
BUSLOANS__lag3,1.1526157e-05,BUSLOANS,Money and Credit,lag
CUUR0000SA0L2__lag6,1.15241955e-05,CUUR0000SA0L2,Prices,lag
HOUSTNE__rollz24,1.1512589e-05,HOUSTNE,Housing,rolling_stat
